Energy [GeV] 			 E^2.flux [TeVcm^(-2)s^(-1)]
0.722408221 	                  1.016118701e-11 	
0.803949479 	                  1.291549665e-11 	
0.915181757 	                  1.624737167e-11 	
1.046603486 	                  2.065686336e-11 	
1.154772943 	                  2.483209402e-11 	
1.320683297 	                  3.123632139e-11 	
1.510477994 	                  3.908310505e-11 	
1.735353473 	                  4.899900351e-11 	
1.984880373 	                  6.057624687e-11 	
2.280311894 	                  7.635155939e-11 	
2.608259899 	                  9.401453551e-11 	
2.983419280 	                  1.154551786e-10 	
3.292177487 	                  1.358604156e-10 	
3.765885537 	                  1.655142191e-10 	
4.307687348 	                  2.021791474e-10 	
5.153279065 	                  2.636483688e-10 	
5.958444932 	                  3.269871001e-10 	
6.834249364 	                  3.989424630e-10 	
7.818420030 	                  4.776625697e-10 	
8.944211576 	                  5.730614144e-10 	
10.094421083 	                  6.861390129e-10 	
12.024556283 	                  8.566715539e-10 	
13.573597690 	                  9.915395634e-10 	
15.115310312 	                  1.154396089e-09 	
16.984180537 	                  1.354801559e-09 	
19.430761199 	                  1.611350180e-09 	
22.753645898 	                  1.986234392e-09 	
26.601162097 	                  2.378796614e-09 	
30.707498982 	                  2.859606521e-09 	
39.569449255 	                  3.896845953e-09 	
47.459974663 	                  4.798332414e-09 	
54.303427865 	                  5.586439891e-09 	
103.408590132 	                  8.170471651e-09 	
153.066189045 	                  9.756620055e-09 	
209.867108298 	                  1.114893612e-08 	
279.696207526 	                  1.220755164e-08 	
377.860271756 	                  1.329555136e-08 	
502.919685445 	                  1.411183708e-08 	
700.364558356 	                  1.481085917e-08 	
928.529524289 	                  1.490382990e-08 	
1291.135566714 	                  1.483242838e-08 	
1714.271080181 	                  1.428170511e-08 	
2311.203058645 	                  1.318316358e-08 	
3116.955094020 	                  1.154800452e-08 	
4036.892025446 	                  9.763129796e-09 	
4952.263878568 	                  8.269156104e-09 	
5994.294162376 	                  6.823955427e-09 	
6728.496221242 	                  5.717116333e-09 	
7574.902839967 	                  4.845502557e-09 	
8579.913525600 	                  4.059566641e-09 	
9777.827264844 	                  3.353056665e-09 	
10943.644400587 	                  2.756604237e-09 	
12069.037940733 	                  2.313523565e-09 	
13583.802415556 	                  1.902892968e-09 	
15204.615865132 	                  1.543424945e-09 	
17628.161209204 	                  1.301281732e-09 	
17967.283027294 	                  1.070334733e-09 	
19740.985094492 	                  8.560813194e-10 	
22519.187791630 	                  6.634569331e-10 	
23978.425685170 	                  5.421471283e-10 	
26707.347481138 	                  4.387208393e-10 	
29001.891421914 	                  3.660520241e-10 	
30239.409519927 	                  3.032884171e-10 	
32541.459345672 	                  2.536437811e-10 	
36158.610078952 	                  1.984383448e-10 	
38221.601336908 	                  1.605130997e-10 	
41514.912253946 	                  1.288010268e-10 	
43883.501667855 	                  1.041847637e-10 	
47040.429122816 	                  7.841600597e-11 	
50403.100141584 	                  6.342925405e-11 	
53288.830477545 	                  4.969015157e-11 	
57887.201320936 	                  3.908310505e-11 	
61510.031100437 	                  2.807454040e-11 	
66240.437281540 	                  2.076738136e-11 	
70691.587784008 	                  1.540314847e-11 	
72106.945811844 	                  1.017370686e-11 	
