logE,ra,dec,angErr
3.0858092308044434,0.7379161895492621,0.08653994055012168,0.005249603106623256
2.3679423332214355,0.7762791720907357,0.12501222745151525,0.030291491391278843
2.9889354705810547,0.9435110908634463,-0.03778626224800615,0.01434192850264622
2.7465622425079346,0.770169513845245,0.10518537751479934,0.012460428700122953
2.7532153129577637,0.7175125950034558,0.023765352634952466,0.007614501005647981
2.6961488723754883,0.6848982630686844,0.0623885911337825,0.009878280453288922
2.658221960067749,0.7838776770597058,0.020909710562707996,0.009338141361390084
2.5786123275756836,0.8207018904581321,0.05657048858412402,0.005309498223818561
2.1322202682495117,0.9040947030980774,0.048839867212401,0.016196996222562928
2.8498406410217285,0.9100398187219634,0.08495664095032349,0.011411630731999715
2.444481611251831,0.5771783917774169,0.18782897553235986,0.02383993518032817
3.5407443046569824,0.590381467939612,0.05154691898169528,0.003180743333648202
2.412196636199951,0.5417104244274985,0.1526578063420028,0.00926506259035988
2.899939775466919,0.46564165246549793,0.027330361042890584,0.011065430107264343
2.732372522354126,0.8379839637979211,0.177189403324661,0.005223397314939877
2.4636693000793457,0.7940283427139083,-0.01308678165618217,0.013505800429791418
2.291571855545044,0.7652136240981084,0.11856568800442517,0.05274343033941954
2.8899991512298584,0.7126088600780208,0.08275457841888993,0.014345204545620157
2.272104024887085,0.49702806408988054,0.09347211082614348,0.023496081459141827
2.4124624729156494,0.9323611454003664,0.10599761843397074,0.014642777347355439
2.81313157081604,0.8922071850728109,-0.035916862346724594,0.014515385783757351
3.5583853721618652,0.921394815643739,0.11659483195885795,0.004140918928726725
3.908233165740967,0.7801610628331017,0.18810531981143358,0.004287459888459698
2.316105842590332,0.629839367745821,0.007018117390179683,0.014452230041653769
3.413234233856201,0.4520583196146535,-0.04166591083262403,0.0042960781137982434
2.4165821075439453,0.510898807318785,0.025969050211188477,0.009145284484761217
2.4317445755004883,0.9339683328825105,0.10170673224565834,0.021056520200630376
2.086155652999878,0.6713501114951685,-0.031173438675703047,0.014607141084459202
3.793182849884033,0.4570275484055954,0.06777940465606903,0.020911514940692877
2.7301955223083496,0.5178124081970841,0.016563031405577074,0.007640029285279257
2.3663220405578613,0.8203936121538189,0.011712879782684003,0.009980195333541771
2.4248905181884766,0.7648958699018986,0.10099634747209475,0.010398913859139042
2.6718101501464844,0.83616423926405,0.009672548487768632,0.02009968836463609
3.2258167266845703,0.7149189349603627,-0.04268271582406535,0.005216048062949277
2.4722299575805664,0.7587184619645665,0.10521621613935443,0.004467284899396576
2.6297526359558105,0.7122082068968546,0.012437904609001014,0.022242727266173823
3.5423293113708496,0.4806954165476616,0.0845614518506135,0.0028998454528104192
2.6215405464172363,0.6413016611464855,-0.04895557610582771,0.007049533909945177
2.5148987770080566,0.6393599395938298,-0.004014662569656045,0.013216627210940898
2.334972381591797,0.5352003974210152,0.051179434121539184,0.007782558715887535
2.580892562866211,0.5884210972505418,0.03758966689096736,0.009003165169469975
2.7033724784851074,0.48894258172375116,0.13451768576893944,0.011986045550793724
2.8451995849609375,0.7255641888513866,0.0016290874573498652,0.004608110672173072
3.537086009979248,0.4712349080945145,0.010002395931751147,0.0047898489813288925
2.4098551273345947,0.6058010553465185,0.08535433427871324,0.017948056230945756
2.5236237049102783,0.7916225194382597,-0.03395272932727495,0.009776812362821245
2.946213722229004,0.6278759502818362,0.04295672899788195,0.008937814595454474
2.513880729675293,0.5170370810523669,-0.0747036565815783,0.004279833688271732
2.7849645614624023,0.8081988305362351,0.07079098593910352,0.014011095706707517
3.0649585723876953,0.6790927503901526,0.252558721226337,0.01152985361444937
2.6765952110290527,0.5243681658421346,0.16774014438227045,0.007277839635760825
3.3217244148254395,0.8118086963109683,-0.015859147070042868,0.009029823636503493
2.3830771446228027,0.709984194457112,-0.0709083219553083,0.006445952603405039
2.5582563877105713,0.7872565258963374,0.04194691393877336,0.0066040804729405175
2.3330256938934326,0.7999365955148299,-0.0008436799171961879,0.0066523408628256
2.1041946411132812,0.7597313479224008,0.22287741462053987,0.01837876245015181
3.030338764190674,0.8517176127473653,0.06515852089370654,0.007578102585078483
2.477024793624878,0.65540168290404,0.19325056179781278,0.011526311487738571
2.3971660137176514,0.7889787138704141,0.025751336288575545,0.010380150783843368
2.4590811729431152,0.8615496019460115,0.10339073453411676,0.02490979003292679
3.6317715644836426,0.5921980548373753,0.046782171905545344,0.0027569447548990065
2.5695323944091797,0.7723443982484202,0.14925145152545216,0.008583594802972367
3.6702756881713867,0.5603482692263188,0.13252055250010877,0.022891032005901864
2.24725341796875,0.9447122732512552,0.05193150224586871,0.012118448849523594
3.161862850189209,0.49059341864137185,0.028032673198989194,0.011194530104397745
2.021174669265747,0.7049151418606047,0.0012612136839139905,0.02977629318522559
2.4071056842803955,0.6280667243435438,-0.00373102808394192,0.008146703075751377
3.0722973346710205,0.8536041423959966,0.1890442990103108,0.0043908499608518205
3.0161643028259277,0.76931484197509,-0.029938664792592228,0.010324845692747421
2.791480541229248,0.6810686568027945,0.07274124488756911,0.006169137470928843
3.886411190032959,0.698024210543421,0.045784734028630605,0.0032855241605021443
2.3291170597076416,0.5400877939146568,0.09701802379665682,0.006544919973435009
2.9908218383789062,0.5306253383048269,0.14017440483964402,0.018451679296900843
2.4633688926696777,0.8813980314835105,0.10771560323764877,0.016438851779799896
4.2727155685424805,0.6475618333455571,0.0032601942920494425,0.001957052539842235
2.3039417266845703,0.9051967425570709,0.17186854434055576,0.015156786380311212
3.2634940147399902,0.5644625400989082,0.03506745091775614,0.0063587078533875185
2.204397201538086,0.7918537640712116,0.06905837779879083,0.020081059928866853
3.855104923248291,0.5226123093804077,0.030495344898530646,0.011585638091143439
2.9813895225524902,0.8349025957402805,0.0771390358076423,0.007955807622536119
2.2829978466033936,0.8822471602064929,0.1196805268851861,0.025317711698729643
3.3094234466552734,0.6363985480302086,-0.05791705495188317,0.006772517872720239
2.84835147857666,0.8556455329459854,0.12731583702309843,0.014132360160240403
2.769876480102539,0.7023468479829611,0.24894200990284399,0.020674322633794557
2.204420566558838,0.7072914760100887,0.15549197161781958,0.031423632126450794
2.261770248413086,0.6931245061767823,0.21972535620409775,0.014033434614415181
3.8313961029052734,0.7311828208825969,0.09329551410420149,0.004322903489177517
2.7933425903320312,0.6131309889581872,0.19616365505337752,0.009265849681588062
3.668002128601074,0.8876543746518403,0.11390827424700681,0.008072094850668754
2.5292270183563232,0.7109205103213918,-0.037366854683905305,0.007694520114510684
3.8923535346984863,0.6771643977363829,0.04755265472966833,0.006643832562051699
3.342967987060547,0.5061306571089169,-0.015194545383612916,0.015337107951858829
2.1234395503997803,0.7915197698919462,0.14657344574903827,0.020100062509240395
4.293313026428223,0.9331966346573295,0.12988085375846295,0.0032871025073787073
2.060007095336914,0.5040243881654227,0.14332593494346066,0.011834815712432136
2.5918774604797363,0.9255423155295978,0.10432445834570614,0.017972990889060833
2.1939339637756348,0.8422239449811426,0.192566199308301,0.023310640076457022
2.2669906616210938,0.7921191991115325,0.03607435808667828,0.026634598650376366
2.709597110748291,0.7766958978095396,0.22023298339584194,0.009056627452864263
2.759491443634033,0.5833248405494689,0.1957880749854332,0.02974366952992937
2.5309181213378906,0.7544308989008788,0.09809031566561385,0.008952521087270038
2.4625751972198486,0.8233716929876017,0.12718047748992128,0.01935898646295358
2.7854385375976562,0.6415759777564343,-0.03491106689478143,0.005007784515740691
3.0617423057556152,0.7859677877033104,0.11566601654495205,0.006222140593373179
2.2628540992736816,0.7021965138502574,-0.037931269408110715,0.011507277046346846
2.8308916091918945,0.47756781695143125,-0.06742850580839949,0.003798708304836974
2.425525665283203,0.514728409961132,0.10810945749842554,0.004678890096798929
2.8497190475463867,0.7037512302147596,0.18598751221927848,0.010729393466909976
2.9837303161621094,0.6216862088327335,0.16331230815180214,0.016380358352463088
2.2681379318237305,0.5858941007302653,0.1260136021115317,0.03604427795355115
2.219851016998291,0.4701147123202771,-0.04295412581915736,0.012437730699493992
3.0170211791992188,0.47204716615940956,0.02137203257517081,0.004479697744342447
3.3150906562805176,0.8122873298917234,-0.006351057884285204,0.003596400079613726
3.055842161178589,0.8322168580757493,0.17111693197836267,0.00257760949806626
2.1652188301086426,0.7556267511003126,0.15178527010571202,0.01499548788717468
2.6848411560058594,0.5615898259177272,0.13872639077038895,0.016772553874679564
2.1670594215393066,0.7173895162405719,0.10482699918595341,0.020105382157976665
2.5521864891052246,0.9402622684765362,0.06332025432693916,0.011767965515830541
2.5414376258850098,0.8952106484742501,0.1587815423533764,0.01090268639109954
2.838224411010742,0.8009906795113254,0.18483481435159518,0.004796348344102661
3.487734317779541,0.56091106442567,-0.04293442563212169,0.006734832625068336
2.641650676727295,0.9374726976239732,0.059202511170536196,0.010220010490667706
2.6681320667266846,0.918690093729075,0.13195064424053876,0.025749010360950893
2.658324718475342,0.5251278666979402,0.04051326854933134,0.010883226628861814
2.7275195121765137,0.6902402725479616,0.11965305921354423,0.021209588057630662
2.254547119140625,0.6116821456293735,0.048722654095974496,0.01343427129236385
3.044024705886841,0.6463194400175771,0.0991914931441289,0.00554350438422213
3.582836151123047,0.4608179469408925,0.008235746303361978,0.006901115363548783
3.0617623329162598,0.5794485890237068,-0.01798758276189946,0.004776883320859778
2.396888017654419,0.8131363140486552,0.12212499065414611,0.021540023236534343
2.957587957382202,0.741612034856378,0.014997930782570905,0.004242906797985057
3.399176597595215,0.9307519337916528,0.009084212899668659,0.03883619425957317
2.6399307250976562,0.8196521358538641,0.16574035260642192,0.009437568335310108
3.695620059967041,0.6927083694473399,-0.034999003057381003,0.007545875591335418
